"pub47"|"make"|"model"|"type"|"serial_number"|"parameter"|"reference"
" CO. VIKING"|"IVER C. WEILBACH & CO"|"VIKING"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"(MOG) VAISALA PTB220B"|"VAISALA"|"PTB220"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"(MOG) Vaisala PTB220B"|"VAISALA"|"PTB220"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"2207 SH LUFFT"|"LUFFT"|"2207 SH"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"25"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"32"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"AGR"|"AGR"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"AIRFLO"|"US GOVERNEMENT"|"AIRFLO"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"AN"|"UNKNOWN"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"ANALOG"|"UNKNOWN"|"UNKNOWN"|"ANALOG"|"UNKNOWN"|"SLP"|"NA"
"ANERIOD"|"UNKNOWN"|"UNKNOWN"|"ANEROID"|"UNKNOWN"|"SLP"|"NA"
"ANEROID / 9-A"|"UNKNOWN"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"ANEROID BAR"|"UNKNOWN"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"ANEROID BAROMETER"|"UNKNOWN"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"ANEROID"|"UNKNOWN"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"AQUATECH DBX-1"|"AQUATECH SCIENTIFIC INSTRUMENT"|"DBX1"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"AQUATECH SCIENTIFIC INSTRUMENTS/DBX001 "|"AQUATECH SCIENTIFIC INSTRUMENT"|"DBX1"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"ARGO NAVIS"|"ARGO NAVIS"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"ASI Digital DBX1"|"AQUATECH SCIENTIFIC INSTRUMENT"|"DBX1"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"ASI PRECISION DIGITAL BAROGRAPH DBX1"|"AQUATECH SCIENTIFIC INSTRUMENT"|"DBX1"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"ASI"|"AQUATECH SCIENTIFIC INSTRUMENT"|"DBX1"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"Airflo"|"US GOVERNEMENT"|"AIRFLO"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Analog"|"UNKNOWN"|"UNKNOWN"|"ANALOG"|"UNKNOWN"|"SLP"|"NA"
"Aneriod"|"UNKNOWN"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Aneroid 8A"|"YANAGI"|"TYPE 8A"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Aneroid Barometer Type S8II"|"UNKNOWN"|"Type S8II"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Aneroid Barometer"|"UNKNOWN"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Aneroid"|"UNKNOWN"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Aquatech DBX1"|"AQUATECH SCIENTIFIC INSTRUMENT"|"DBX1"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"Aquatech scientific instruments/dbx001 "|"AQUATECH SCIENTIFIC INSTRUMENT"|"DBX1"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"BARIGO  PRECISION COMPENSATED BAROMETER "|"BARIGO"|"PRECISION COMPENSATED BAROMETER"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BARIGO  PRECISION COMPENSATED BAROMETER"|"BARIGO"|"PRECISION COMPENSATED BAROMETER"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BARIGO  PRECISSION COMPENSATED BAROMETER "|"BARIGO"|"PRECISION COMPENSATED BAROMETER"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BARIGO  PRECISSION COMPENSATED BAROMETER"|"BARIGO"|"PRECISION COMPENSATED BAROMETER"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BARIGO (GERMAN MAKE)"|"BARIGO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BARIGO 4102"|"BARIGO"|"UNKNOWN"|"UNKNOWN"|"Fabt.Nt.4102"|"SLP"|"NA"
"BARIGO ANEROID BAROMETER"|"BARIGO"|"PRECISION COMPENSATED BAROMETER"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BARIGO BAUMUSTER-NR DH1 114/01/81 FABT.NT.4108"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"Fabt.Nt.4108"|"SLP"|"NA"
"BARIGO Baumuster-NR DH1 114/01/81 Fabt.Nt.4105"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"Fabt.Nt.4105"|"SLP"|"NA"
"BARIGO Baumuster-NR DH1 114/01/81 Fabt.Nt.4108"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"Fabt.Nt.4108"|"SLP"|"NA"
"BARIGO GERMANY"|"BARIGO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BARIGO TYPE #1500 BAUMUSTER"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BARIGO TYPE NO. 1500"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BARIGO TYPE NR 1500"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BARIGO TYPE NR. 1500"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BARIGO UNKNOWN"|"BARIGO"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"BARIGO"|"BARIGO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BARIGO/4099"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"Fabt.Nt.4099"|"SLP"|"NA"
"BARIGO/4102"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"Fabt.Nt.4102"|"SLP"|"NA"
"BARIGO/4105"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"Fabt.Nt.4105"|"SLP"|"NA"
"BARIGO/4115"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"Fabt.Nt.4115"|"SLP"|"NA"
"BARIGO/4117"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"Fabt.Nt.4117"|"SLP"|"NA"
"BARIGO/4120"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"Fabt.Nt.4120"|"SLP"|"NA"
"BARIGO/UNKNOWN"|"BARIGO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BARIGOTWIN DIAPHRAGM DOPPLEDOSE"|"BARIGO"|"TWIN DIAPHRAGM"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BAUMUSTER NR DHI 114/01/81 TYP NR 1500"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BEFLORT G-101"|"BELFORT"|"G101"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BELFORT  G-101"|"BELFORT"|"G101"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BELFORT  MARINE TYPE BAROMETER"|"BELFORT"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BELFORT  Marine Type Barometer"|"BELFORT"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BELFORT G-101"|"BELFORT"|"G101"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BELFORT G101"|"BELFORT"|"G101"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BELFORT MARINE ANEROID BAROMETER"|"BELFORT"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BELFORT MODEL 6079"|"BELFORT"|"6079"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BELFORT Marine Aneroid"|"BELFORT"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BELFORT NOAA/NWS ANEROID BAROMETER"|"BELFORT"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BELFORT"|"BELFORT"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BENDIX FRIEZ"|"BENDIX FRIEZ"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BENDIX FRIZE G101"|"BENDIX FRIEZ"|"G101"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BERIGO"|"BARIGO"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"BLEFORT"|"BELFORT"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BOSTON"|"BOSTON"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"BRAIGO MODEL"|"BARIGO"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"BRAUMUSTER NR DHI 114/01/81 TYPE NR 1500"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BaoPing"|"CHANGCHUN"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Baoping DYM3"|"CHANGCHUN"|"DYM3"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo  1500"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo  Precision Compensated Barometer"|"BARIGO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo  Precission Compensated Barometer"|"BARIGO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo  Typ 1500"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo "|"BARIGO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo - German"|"BARIGO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo - Germany"|"BARIGO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo - Type 1580"|"BARIGO"|"1580"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo / Baumuster-Nr. DHI 114/01/81 Type 1500"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo / Twin diaphragm / Doppler Dose"|"BARIGO"|"TWIN DIAPHRAGM"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo 111CR"|"BARIGO"|"111CR"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo 1500"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo 585"|"BARIGO"|"585MS"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo Hanseatic"|"BARIGO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo Tupe Nr. 1500"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo Typ Nr 1500"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo Type #1500 Baumuster"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo Type 1500"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo Type 586"|"BARIGO"|"586MS"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo Type No. 1500"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo Type Nr 1500 Baumuster"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo Type Nr 1500"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo Type Nr. 1500"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo decorative"|"BARIGO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo precision barometer"|"BARIGO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo twin diaphram"|"BARIGO"|"TWIN DIAPHRAGM"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barigo"|"BARIGO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"BarigoTwin Diaphragm Doppledose"|"BARIGO"|"TWIN DIAPHRAGM"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Bariogo"|"BARIGO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Barrigo"|"BARIGO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Baumauster Type 1500"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Belford G-101"|"BELFORT"|"G101"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Belfort  G-101"|"BELFORT"|"G101"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Belfort "|"BELFORT"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Belfort (Aft chartroom)"|"BELFORT"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Belfort 1090U"|"BELFORT"|"1090U"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Belfort G-101"|"BELFORT"|"G101"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Belfort G-222"|"BELFORT"|"G222"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Belfort G101"|"BELFORT"|"G101"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Belfort Model 6079"|"BELFORT"|"6079"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Belfort"|"BELFORT"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Bendix Friez G101"|"BELFORT"|"G101"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Bendix Friez"|"BELFORT"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Blefort"|"BELFORT"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Bohlken Westerland"|"BOHLKEN WESTERLAND"|"UNKNOWN"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"Boston"|"BOSTON"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"Braumuster Nr DHI 114/01/81 Type Nr 1500"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Braumuster Tyoe Nr 1500"|"BARIGO"|"1500"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Built in"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"CAMON"|"CHANGZHOU CAMON"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"CASE ISSUED MECHANISM LTD MK I"|"MECHANISM LTD"|"MK I"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"CASE ISSUED MECHANISM LTD MK II"|"MECHANISM LTD"|"MK I"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"CASSENJS & PLATH GERMAN MADE BAROMETER"|"CASSENJ & PLATH"|"UNKNOWN"|"BAROMETER_HAND"|"UNKNOWN"|"SLP"|"NA"
"CASSENS & PLATH GmbH"|"CASSENS & PLATH"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"CASSENS & PLATH"|"CASSENS & PLATH"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"CASSENS AND PLATH"|"CASSENS & PLATH"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"CASSENS PLATH"|"CASSENS & PLATH"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"CASSENS and PLATH"|"CASSENS & PLATH"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"CASSENS"|"CASSENS & PLATH"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"CHANG CHUN"|"CHANG CHUN"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"CHANGE"|"CHANGE"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"CHANGZHOU CAMON"|"CHANGZHOU CAMON"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"CHELSEA "|"CHELSEA"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"CHELSEA CLOCK"|"CHELSEA"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"CHELSEA"|"CHELSEA"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"CHINESE DYM3"|"CHANG CHUN"|"DYM3"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"CHINESE"|"CHINESE"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"CHUANG CHUN / DYM3"|"CHANG CHUN"|"DYM3"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"CITIZEN"|"CITIZEN"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"CITIZEN/16020042"|"CITIZEN"|"UNKNOWN"|"UNKNOWN"|"16020042"|"SLP"|"NA"
"Camon"|"CHANGZHOU CAMON"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Cassens and Plath "|"CASSENS & PLATH"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Cassens and Plath"|"CASSENS & PLATH"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Chang Chun / DYM3"|"CHANGCHUN"|"DYM3"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Chelsea Shipstrike"|"CHELSEA"|"SHIPSTRIKE"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Chelsea"|"CHELSEA"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Chinese DYM3"|"CHANGCHUN"|"DYM3"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Chinese"|"UNKNOWN"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Chuang Chun / DYM3"|"CHANGCHUN"|"DYM3"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Clasen - Plath"|"CASSENS & PLATH"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Co. Viking"|"BARIGO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Coastal Environmental Systems"|"COASTAL ENVIRONMENTAL SYSTEMS"|"UNKNOWN"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"Commons and Plath"|"CASSENS & PLATH"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"DAE YANG INSTRUMENT CO LTD"|"DAEYANG INSTRUMENT CO LTD"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"DAEYANG INSTRUMENT / JTA 922A"|"DAEYANG INSTRUMENT CO LTDz"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"DAIKO KEIKI"|"DAIKO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"DAIKO"|"DAIKO"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"DALKO"|"DAIKO"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"DBX-1 ASI"|"AQUATECH SCIENTIFIC INSTRUMENT"|"DBX1"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"DBX-1"|"AQUATECH SCIENTIFIC INSTRUMENT"|"DBX1"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"DBX001"|"AQUATECH SCIENTIFIC INSTRUMENT"|"DBX1"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"DBX1 PRECISION DIGITAL BAROGRAPH"|"AQUATECH SCIENTIFIC INSTRUMENT"|"DBX1"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"DBX1 precision digital barograph"|"AQUATECH SCIENTIFIC INSTRUMENT"|"DBX1"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"DBX1"|"AQUATECH SCIENTIFIC INSTRUMENT"|"DBX1"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"DEIF"|"DEIF MALLING"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"DIGIQUARTZ"|"DIGIQUARTZ"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"DJM"|"DJM"|"UNKNOWN"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"DRUCK RPT 200 SMART"|"DRUCK"|"RPT200 SMART"|"UNKNOWN"|"UNKNOWN"|"SLP"|"NA"
"DRUCK"|"DRUCK"|"UNKNOWN"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"DYJ1-1"|"UNKNOWN"|"UNKNOWN"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"DYM 3"|"CHANGCHUN"|"DYM3"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"DYM"|"CHANGCHUN"|"DYM3"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"DYM-3 CHINA"|"CHANGCHUN"|"DYM3"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"DYM-3"|"CHANGCHUN"|"DYM3"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"DYM3 BAOPING"|"CHANGCHUN"|"DYM3"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"DYM3 ZBY215-84"|"CHANGCHUN"|"DYM3"|"BAROMETER_ANEROID_HAND"|"ZBY215-84"|"SLP"|"NA"
"DYM3"|"CHANGCHUN"|"DYM3"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Dalko DB-150"|"DAIKO"|"DB-150"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Datema / 106PMB"|"DATEMA"|"106PMB"|"BAROMETER_ANEROID_HAND"|"UNKNOWN"|"SLP"|"NA"
"Davis Vantage Pro2"|"DAVIS"|"VANTAGE PRO2"|"BAROMETER_WEATHERSTATION"|"UNKNOWN"|"SLP"|"NA"
"Digital Aneroid MKII"|"NEGRETTI AND ZAMBRA"|"MK2"|"BAROMETER_ANEROID_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"Druck RPT 350-2282"|"DRUCK"|"RPT350"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"Druck RPT200"|"DRUCK"|"RPT200"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"Druck RPT350"|"DRUCK"|"RPT350"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"Druck RTP350"|"DRUCK"|"RPT350"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
"Druck"|"DRUCK"|"UNKNOWN"|"BAROMETER_ELECTRIC_DIGITAL"|"UNKNOWN"|"SLP"|"NA"
